	MHCI	MHCII	Coactivation_molecules	Effector_cells	T_cell_traffic	NK_cells	T_cells	B_cells	M1_signatures	Th1_signature	Antitumor_cytokines	Checkpoint_inhibition	Treg	T_reg_traffic	Neutrophil_signature	Granulocyte_traffic	MDSC	MDSC_traffic	Macrophages	Macrophage_DC_traffic	Th2_signature	Protumor_cytokines	CAF	Matrix	Matrix_remodeling	Angiogenesis	Endothelium	Proliferation_rate	EMT_signature
NSCLC1528	-1.3265642166626348	0.3696771359731194	1.8104650172088044	1.4813499458538657	1.1404834636205643	2.637079125757288	1.2909347373040765	0.5827038602728534	1.6905334313047058	1.7026142747626094	1.792594320384156	1.216613294291026	1.1322042423592087	1.7842936772141518	2.686859494343571	2.3981963747052735	1.2001033660146336	2.3049007512703947	0.17565008505274377	1.3107088190461136	2.7294493989507167	0.3968712562299919	-2.303695901017013	-3.002003434491188	-1.366173425612187	-1.129593037733224	-1.8255246306946646	0.6491130220704637	-0.9158472358300296
NSCLC1508	0.19919574935989146	0.685099167250883	-0.2031555103451749	0.2902192614678611	0.77437106142477	0.6214451691362205	0.37919091886318457	0.2704676374471321	0.3376064358582049	-0.38598979509120085	-0.0659041709872379	-0.4869757795937221	-0.14811197352122926	-0.05955319073609708	1.6456596337230427	1.1384508242377638	-0.6777271587632665	1.0801738632767188	-1.0115296752106337	0.0	-0.09087803384013736	-0.2322423021576154	-0.17171264039196374	0.0	-0.22626036481886808	0.19190804395330685	0.8255557505479982	-3.1907538328792753	0.0
NSCLC1708	0.8712229082472517	0.5268531199777678	3.496175168337551	1.4130917693353777	1.2013120409464164	1.5408092689038335	1.55631835841561	3.0279657627414234	4.0	2.6391950561631354	3.7894664300261685	3.086179530950553	3.365645611164753	2.954851424127865	2.819711040572547	1.5547880050695024	1.974235517569882	2.9312467677881666	1.753387209815671	2.6821987614290146	4.0	1.4250106833215457	-1.2416869442076035	-0.8470470761415135	1.1197557520061647	0.44636064052224883	-1.1615260651639263	-1.2415263813982071	0.6035307236910895
NSCLC1352	-1.3814748902903575	-1.905411008822105	-0.7779444668809418	-1.5044435669193457	-1.7055210311731555	-1.0593234285359832	-1.4180798653732938	-1.365310187885485	0.06290204167609728	-0.9107913825775418	-2.805640560488467	-0.7525584131224463	0.11846174707019945	1.2300117450464274	0.005529502215357985	0.31157526074479164	-1.6751576542312276	0.0	-1.2256863232259565	-0.9232645166820045	-0.3492858409548932	1.764000368712388	0.6141895015516229	0.37828408728342033	0.7560299681018386	1.6414686161954986	0.11037263043577784	-0.22406255285501822	1.2584859934143355
NSCLC1066	0.5284312510216815	-0.5277122991660831	0.4588691259132998	0.11047652152953989	1.1569343189756138	0.2844938680020634	0.027223198917006985	-0.29994740757887867	0.765410306781336	0.0	0.7989631801135357	0.09792243782835197	1.2963698645614739	0.5246266074309182	-0.18726846117605214	1.338907838571514	0.4888509270477923	1.2292254028052119	-0.24136946466678083	0.2325631027385476	0.46991105133188926	1.5930466717053082	1.3883342647275982	0.8509097207890914	1.6745945222773813	2.565298804472342	2.0730242247176647	-2.0929226073502445	0.766924842970517
NSCLC1017	-0.07887552457605655	-0.028023805064792136	0.23386428433860432	-0.26915366972863125	-0.35951700776303924	-0.14705931460509034	0.6406565259543845	1.4545171120667117	0.0	-0.3964410220532046	-0.30957325860460283	-0.3615907364070337	-0.7532081362583076	0.21362553238103255	0.0	-0.8522223045205376	-0.19841618296329908	0.6198075183983179	0.6439043139366807	0.4540742304002868	0.2437585007698832	2.0060801859623627	2.0655766897514405	0.914206345694757	1.9206524665901217	1.8564172898927103	2.2861391446464787	-1.8508028241326497	2.6521709178652597
NSCLC1358	0.7734038702506577	-0.006582931817050554	0.3838855637765058	-0.7951204622898009	0.5896860345445586	-0.5529566709280258	-0.34663215924370955	-0.8171046107898381	-0.9491650705040873	0.25439396925742663	0.2977223035353872	0.03151973831471205	-0.21167186502448748	0.5420287566111611	-0.6690560006554123	-1.5431669362792961	0.19609367873869687	-1.1194544923418854	0.2861617130560975	0.1132473972826263	0.0	-1.911662452253186	0.21195890998229272	-0.23371279774090858	0.5537996959346131	-1.1950773015045277	-0.2553126644844027	-0.3363639746300175	-0.3262117903938632
NSCLC1510	1.6327467850072752	0.5487343941888576	0.9628302903696	0.7831145729898374	0.8388893340064566	1.138082791219407	0.8528345976672901	0.6559141137400534	0.036148650765005105	1.0844937103613908	0.5796188167623069	1.1039359293006346	0.5065083400091387	-0.8922732192984114	1.8600579213741424	0.0	0.1876128544257389	0.6337780168872262	0.923328368633967	1.007933838044357	1.254974021825416	-0.8962646646903465	-2.7704362325579437	-2.0642358718113427	-1.5501893980721775	-0.8786540255902014	-0.07800418047899042	0.4857141864641842	-0.8529770427004285
NSCLC1164	-1.7196536604844679	-3.694218095793685	-1.691017563710888	-1.204045966885852	-1.3314370416895762	-1.0838271457986277	-1.169382748172038	-1.2100324167974958	-0.8764721413269427	-1.3262587581856335	-0.740351877800669	-1.8257890263254506	-1.895223654523225	-1.0558620216424517	1.266901396375581	0.4299008904286296	-3.038807972488494	-0.1524196425117912	-2.191703842052025	-2.3025205132674404	-1.605411879492511	-1.657110978590982	0.0	0.14330769717459785	-0.047512627932675626	0.047476678766736724	0.34162810257821846	1.0997105316294127	-1.0145290538617036
NSCLC1412	1.4034620032232716	-1.563144311638005	-0.9746727550487584	0.0	1.447764971899851	0.0	-0.40174676059290826	-1.251620761174351	-0.6023503537436655	0.1540351013175234	-0.16844495450558086	0.0	-0.831065198458851	0.2898320910873683	-0.2244229872572906	0.15148533423123461	-0.5388539295959868	-0.15828200238274334	-1.3881840264173173	-1.7481255947615366	-0.8083671250765198	1.2404412274271497	-0.24094684601610122	0.47668542950025017	0.8675488136030729	0.7392149537964361	-0.4740501520977148	2.0793450061767396	0.6671177566583525
NSCLC1145	2.020388217826343	0.8980533848178296	2.1110125362242655	2.0128783622132675	1.4258224726386635	1.8382149254017734	1.9302346137971833	3.460891746767709	3.1458799881570245	2.3876122252467575	2.2288070345689532	2.1621110287073764	1.1548047793636889	0.5366014270970666	2.627684225481402	2.1392404937954774	0.29005743069986906	2.0377328046445418	0.9058832717676154	0.2498874250876947	1.2811326109822818	-1.2066493114926664	-1.334644455522916	-2.016068385772135	-1.9593546501519772	-0.7629165980259487	-1.3284096965484506	0.7197703466499982	-1.4921140937498247
NSCLC1425	1.2046932179010306	-0.3884646080386258	-0.81924357673635	-0.3747433054461273	0.8510257653549317	0.05841337024657424	-0.42058968261252716	-1.001036359465609	-0.0715834619494094	0.527065199823656	0.0	-0.3035013892455188	0.7746537346205838	-0.5645370271373127	1.3384006059990892	-0.0009024331530104474	0.3257467725912831	-0.005070303238938043	-1.038745606910514	-1.642051319524274	-0.09667003186059946	0.0	-1.331856019584785	-0.25970847677444764	0.33036828455753525	0.0	-0.06378931012658089	0.6782372157541977	-0.5045859082818694
NSCLC1554	-0.5026164364175262	-0.2751279643981018	-0.8420956709517029	-0.9984986008335358	-0.7893613107751776	-1.0201952679188764	-0.18632281635524017	0.9354827689060882	-0.634285953883834	-0.05665626654847079	-0.30193065711389505	-1.037004411205278	-0.4474855685276526	-1.3394984821168114	-0.297347179365743	-0.04890293152957863	-0.6871074880926429	-0.37668185823865635	-1.4257259314665571	-0.9473622503169044	-0.2680259561869527	1.0143978098721262	1.627311937143337	1.7882794409351	1.5525049646200852	1.1825802037255972	2.5870559685808736	0.5131316616611262	1.4347142586404393
NSCLC1619	-0.9165808906813382	-0.0039037029560627387	0.7856184958520323	-1.0046806345029753	-0.6145912626448009	-0.5875367806714608	-0.8381317856222272	-0.8156414043400388	2.0009510821792404	-0.21337296744378864	0.29356250627739905	-0.0014764763859756768	-0.589289457114501	0.3927316874038583	-0.20340146942532772	0.5872623530673377	0.19486281461790425	2.17589014935328	1.9208225676469874	2.188362033185599	1.5627603085031005	2.25865370998619	1.881572132620453	0.7607621506670377	1.178373972516236	3.0442398382309963	3.027718974757807	-0.8661268750941968	1.8251822612799722
NSCLC1809	0.20798636934688208	0.5634524334049548	0.0	-0.7632471793333612	0.0	-0.9260016137866738	-0.32943024227959417	0.0	0.06012257877165356	-0.5952513318427403	0.5689487973358577	-0.24832154842895274	-0.40049617325177067	0.0	-0.2819239725285939	-0.5208295127772927	0.1329886082778229	-0.28044730061861906	0.587320476823377	0.5703321706911302	-0.09932441267395228	-0.35508899205472183	0.03761484648335783	0.23911774820294818	0.540757942211909	-1.5945327996021774	-0.5090042044584229	0.5415192079578834	-1.1820147543531139
NSCLC1873	-0.313579781632346	-0.5360961058285487	-0.5491421977963917	-1.3823803487796629	-0.8873572264234073	-1.2450003175198563	-0.7480816469049334	-0.04166553364231898	-0.26070355836589587	-0.9669889955192821	-0.6552654236161243	-0.7638016781808309	-0.795396514047965	-0.8733913614682999	-0.14346701850023683	-0.7558942274147237	-0.7320700824942202	-0.13836222701152345	0.24588585283122424	-0.20327414030965985	0.042762462828012715	0.3360064802610848	1.3418506472878005	0.7148895657103683	0.4780683088742373	-0.1187200822708178	1.0311223542296388	0.06759934309271072	0.622551634390761
NSCLC1079	-0.8214179000837144	0.0	1.1959642858292527	0.07305620562589273	-0.07705285771672442	0.15646706518887904	0.0	0.14316509651353967	0.6981227070647462	-1.1169687400043944	0.31063847217703006	0.015449529132368476	0.19487366746335366	1.5876077423553643	-0.3641989667002217	-0.008276885247332054	-0.9323935217106453	-0.14847227960222864	-0.6492735400307567	0.7766150110667737	-0.8694908466134598	-0.16584850769855247	1.5152212153354403	0.9432100654011092	2.47447089634109	0.20533727157199103	-0.5076827559948344	-3.0471394436097534	1.3422059795915267
